,content,Rating,neg,neu,pos,compound
264,"AAA needs new management. Total confusion.I needed a tow from my house to the repair shop scheduled for Monday morning. I started on the Thursday before. I tried to use the AAA website but found it impossible. So, I called AAA. They provided a ""more convenient"" link through a text message so I wouldn't have to wait in the queue. That wasted a bit of time--it doesn't work. So, I called again, but the person on the other end said I would have to call on Saturday since they can't schedule more than two days in advance. I called Saturday, and an hour later a tow truck was in my driveway. I explained that the shop didn't want my car over the weekend, so he said is was no problem and they would come Monday morning. On Monday morning, my phone beeped, and AAA had somehow bypassed my phone and gone directly to voicemail. The voice that was hard to understand said Bill's Towing would be out shortly and they would call before coming. I didn't feel comfortable with that, so I called Bill's Towing. The dispatcher said he had no call on record from AAA. I called AAA, and got past the robot to talk to a person who told me Bill's Towing had a ticket to call me. I told her they have no record. She said she would send a message to the AAA dispatcher to make sure someone was coming, and AAA would call me. I called Bill's Towing again, and the Bill's Towing dispatcher had no record of a AAA ticket for my tow. About ten minutes later, Brown's Towing truck came down my driveway. AAA must have Brown's contact information in their database under Bill's Towing record. This may be mainly an IT problem, but I've talked to others, and they say it's best if you can call the towing company directly because AAA is totally messed up.",1,0.099,0.875,0.026,-0.9677
265,"False securityWish I could  give negative stars. Paid for the expensive plus membership for myself and my whole family. 4 drivers.  Fast forward several months later and We got a flat tire on the side of interstate 75 at 12:30am.   They lied and said roadside was coming and every hour that went by they kept lying until finally at 5 am they admitted they didn’t have anyone that could come.  Myself and two daughters were stranded along a busy interstate without any help for 5 hours.  My last call to them, triple A said “maybe you can call and a state trooper will  help you.”    THE WORST EXPERIENCE WITH A COMPANY IVE EVER HAD. Do not be fooled to think that you have security and peace of mind by paying for the roadside assistance. No one will come to help you.  I will tell everyone I know to stay away. They are good at one thing.  Selling a false sense of security when you need it most.  Beyond horrible experience",1,0.147,0.773,0.08,-0.926
266,"Disappointed with Aaa's Lack of…Disappointed with Aaa's Lack of DependabilityI recently had a disappointing experience with Aaa that has left me questioning their reliability as a service provider. My wife encountered a flat tire while I was at work, and she patiently waited for assistance for a staggering two hours. Frustrated with the delay, she eventually took matters into her own hands and decided to fix the flat herself.To add insult to injury, Domar Automotive, the company dispatched by Aaa, only made excuses and failed to provide the timely assistance we expected. Shockingly, my wife noticed a technician from Domar Automotive sitting across the street from her, seemingly doing nothing to help. This lack of action and accountability from the technician and the company is simply unacceptable.As a long-time customer of Aaa, I have always relied on their prompt and efficient service. However, this recent incident has shattered my confidence in their ability to deliver on their promises. When emergencies arise, it is crucial to have a dependable service provider that can be counted on to provide timely assistance. Unfortunately, Aaa failed to meet this expectation.Considering the disappointing experience and the lack of reliability demonstrated by Aaa and their chosen partner, Domar Automotive, I have made the decision not to renew my service with Aaa. It is disheartening to see a company that was once dependable and trustworthy fall short in such a significant way.I hope that Aaa takes this feedback seriously and works towards improving their service quality and reliability. Customers should be able to depend on them during times of need, and it is essential for Aaa to regain the trust of their customers.",1,0.168,0.748,0.085,-0.9718
267,"AAA inspection or else your car will sit.Well here we go again I called AAA for a tow for a car they towed before about a month and half ago that had a 2022 state inspection sticker on it so this time the come to tow car and driver of tow truck for Angelo's towing starts talking to girl in shop after him and her finish talking he goes to car looks at state inspection sticker and said i cant tow this car because it is not inspected , Now this is same car same condition not inspected that they towed a month and a half ago to this location but wouldn't tow it away from this place you BMW DEALER . So I had to pay $120 to get it towed .talked to AAA rep while I'm sitting if front of repair shop not BMW dealer and rep on phone refuses to tow car as well now. For one I believe a rule is a rule but you broke the rules when you towed it the first time. So why not correct your mistake  by towing it to dealer. Now next when  you call AAA they never ask (is the car inspected) . This is how take your money but dont do thier job oh yea I have plus membership what joke . So what's the difference in a car without expired sticker and a car that been in a wreck and not drivable. So how do you get a car to the shop if it needs fixed not inspected and you have AAA that you spent over $100",1,0.037,0.933,0.031,-0.3698
268,"I have been AAA customer service from…I have been AAA customer service from 2015 in Charlotte, North Carolina. Towing service is extremely worst . We raised Towing request. It is changed from 6:00 pm to 12 am . I have been with 6 years old kid. I called them but no one is ready to listen. Funny thing is that I called the roadside assistance phone no on top of North Carolina AAA card, they said it is Florid, then transferred to Michigan , then they transferred to Minnesota and all usa states.if people are not ready to work, why you are hiring them. Very very worst service is going on . Issues with top level management which is not monitoring them",1,0.108,0.781,0.111,-0.162
269,"Great pricing/ horrific drive appLet’s start by saying their rates are the best I’ve had in 24 years. Customer service local guy is good. Now let’s talk about the aaa drive app you have to use for the discount. After 5 minutes of driving if you don’t stop and rest your score starts to drop. If you get a call in but don’t answer it you get lower score. If you use gps you get lower score. If you slam on breaks to avoid totaling your car because a deer jumps in front of your car your score drops. If you mildly accelerate to 15 mph to start merging with traffic doing 25 you get dinged for heavy acceleration. When you talk to customer service about these things they say it doesn’t matter as long as you get the trips and miles in which is bull because my local rep says I have to stay above 74 to keep discounts. I never speed, every thing I do is an hour drive because I live in a village in the middle of nowhere, and for gods sake, people have to drive at night so stop dinging me for that too. Some people work nights you know. I’m over the app and you have to use it the whole time you have insurance with them or no discount. Shouldn’t my driving record show I’m a good driver?",3,0.094,0.857,0.049,-0.8793
270,"If I could rate them a negative number…If I could rate them a negative number I would I have been waiting 14 hours for a tow and then after the 20th phone call to AAA they tell me the company they dispatched us to doesn't tow an RV.  I asked them how it takes 14 hours to finally figure that out.  We are 2 woman alone waiting over night what absolutely horrible customer service and a horrible company.  I would never recommend a place with such horrendous quality to anyone.  Shame on you AAA, I'm still waiting for your assistance what a joke.",1,0.237,0.731,0.032,-0.9735
271,"I’ve  been a AAA member for over 10…I’ve  been a AAA member for over 10 years and used the service many times. However, recently (can’t recall the dates this month)I used the tow service in Orange County, Fl and was highly disappointed twice.  The first afternoon I called for a two service and waited over 3 hours before cancelling the tow and figuring it Was an anomaly and I’d try again in a few days before work.  Several days later, I called AAA again for my Orange County, Fl tow prior to 7am.  Again, I had to wait hours before getting the tow.  I believe it was almost 10am before the tow company arrived.  The driver was amazing.  But I’m truly looking for another tow membership for me and my family.  The wait definitely isn’t comparable to the price I pay",2,0.037,0.893,0.07,0.7652
272,I have been with AAA for 20 yearsI have been with AAA for 20 years and the service is progressively worse. My son waited on a tow truck literally 2 days in the hot Florida sun in the hottest summer ever. He is still waiting and they have no answers. I wouldn't recommend AAA to anyone at this point. This is unacceptable and ridiculous.,1,0.19,0.81,0.0,-0.8981
273,"I have been a member of AAA roadside…I have been a member of AAA roadside for over 40 years & have not had to use them for over 20.Yesterday, I was at a different town than mine & my 8 month old tire was flat on the road. No biggy; I opened the trunk & realized I had a spare tire but no jack. Also no biggy in my mind; call AAA. Upon making the call, the Ai voice knew who I was (nice). A text was sent. When I viewed the text there was a marker pointing to the GPS location which supposedly I was at. It was not the correct address. I dragged the marker to the correct location & it would swing back to the wrong address. No way to type in the right address. No way to speak with a live person like before. Kept calling & same issue with GPS. I was at a hospital parking lot with my 96 year old mother. The temperature outside read as 97 dgrees. Finally I clicked on wrong address on text to go to the wrong address... did this 15 minutes later... and again 15 minutes later. After close to an hour, stalled at a blistering hot parking lot, a call came in from a repair person wanting to know where I was at. Apparently 2 vehicles had attempted to get to where I was at & were going to the wrong address as I was aware.How can this be possible not to be able to speak to a live agent in case an Ai system fails to perform correctly ?I would have gladly paid the amount of repair the company would have charged me without AAA.This will be the last year I give AAA $64 - bye bye",1,0.131,0.848,0.021,-0.9841
274,"Chris R. to the rescue! Saugerties, NYI absolutely loved Cris R. who helped me get into my locked vehicle. He was calm, pleasant and knew his stuff, for sure.  He was very patient with my anxiety. I wish I had given him a tip but I had no money on me.He's golden and a excellent man.",5,0.065,0.661,0.274,0.905
275,"Shabby service, NEVERMORE!!!There was no 0 star option. Here's what I sent to the CEO (he would probably like to hear from you too ceoemail is an excellent resource). My car stalled out and I called AAA at 1:57 p.m. August 21. I received a text with a time that the truck would arrive, 2:33 p.m. When it didn’t arrive, I called back and was told 2:48. A follow up call for an update netted “we can’t tell you when to expect the truck”.Called again when it didn’t arrive as promised and was told it was on a police call and the wait would now be an hour. 3:48, still no towing truck. Follow up again and was told it would be another hour. Around 4:30 I called and was told that someone would be there in 10 to 15 minutes. Called back 20 minutes later and was told the service was on a police call and would not be there for an hour.BACK TO THE BEGINNING!!!!Finally decided to take a chance and try to make it back to Hyundai on Perryville. With my spouse following in case something happened. The problem was unreliability, the car would stall out and not start for a long time. Luckily we made it to the repair place. AND decided to treat ourselves to dinner after the ordeal.At a restaurant at 6 p.m., four hours after the initial call to AAA the towing company finally called, they couldn’t find the care. I told them we left. I explained the chronology; the dispatcher she was apologetic. They DID NOT RECEIVE THE INFORMATION UNTIL 3:40 P.M. !!!!!!! Almost two hours after my initial call. The towing company was a new AAA provider. Recent experience brought to light that AAAs new system has huge problems with timely distribution of information. It turns out the longest we might have had to wait was 2 hours.I see several problems with your shoddy service as a consumer or victim of it.1.    The dishonesty of the customer service people re: their promising when the people would be there after presumably calling the service. Checked with the towing company to verify the source of the problem. Learned the towing company not received any calls for updates from AAA...I can only surmise the hold time was them just pretending to get information. 2.    Rather than having a queue that is all inclusive the next customer in line gets the next available service provider, I was stuck with a provider who was supposedly on a police call and delayed for an hour. I was told if I wanted to “start the process over the wait will be longer because you’ll be at the back of the line”.3.    The last suggestion was that I leave the keys with the car “most people put them under the front floor mat” and get a ride home. Since my car started at times, I asked if AAA took responsibility if it was stolen. I was told AAA had no responsibility until it was in the hands of their service.Received a response this morning. I have a case number and am in a queue. LOL",1,0.061,0.88,0.059,0.5995
276,"Extremely Dangerous Driver for AAA!!On July 21, 2023 around 2pm I was travelling north down New State Road in Manchester, CT when a driver of a AAA flatbed pulled out of Hilliard Street, I saw him look to the right and looked to the left, saw my vehicle too close for him to pull out andhe did so anyway. I hit the brakes and had to make a pretty abrupt stop. I beeped my horn as I started braking and the driver flipped me the middle finger while laughing. This at an intersection where many accidents happen (contact the Manchester CT police dept to find that information), one a year and a half ago where a 15 year old girl was killed in an auto accident. And their driver takes such irresponsible, arroagent risks and has zero respect for the general public. After I started up again, I turned around, caught up with their AAA flatbed vehicle and got a photo of it and the GMC truck they were towing. The vehicle plate #BA-85410. Their driver had zero regard for other human life, if that road was wet, if a driver was behind me had hit me, my car would have ended up in the back driver's side wheel of the flatbed. It was that close!! In following up I was told that any disiplinary action is propriatary and not something that is divulged to the public. I did not ask nor would I want any personal information about the driver, as I'd not want him or anyone knowing mine. The fact is that the public and a person particularly who was nearly involved in an accident with their vehicle should have a right to know what disciplinary action is being taken to ensure this will never happen again. If he's fired or given a written warning, furloughed for a week as a disciplinary action regardless of their policies should be given to the person involved. It's shocking their policy is zero transparency when their driver driving their vehicle with the logo emblazened on the side of the truck and was an absolute danger on the road!! This is a company who is supposed to be built on ""road safety""!! They care nothing about the public or safety, so long as they provide lip service and nothing as information goes about their disciplinary actions are concerned. Their ""customer service"" and management care nothing about this incident, if they did they would put the public's mind at ease and let people know that they're serious about this very frightening incident!!",1,0.098,0.849,0.053,-0.9538
277,FRIST OF ALL THERE ARE NO # LOW ENOUGH TO RATE AAA…FRIST OF ALL THERE ARE NO # LOW ENOUGH TO RATE AAA,1,0.336,0.664,0.0,-0.765
278,Very poor customer service!Do not recommend! Very poor customer service.,1,0.575,0.425,0.0,-0.8584
279,It will not allow for a no star I have…It will not allow for a no star I have been a member just a short time and thought AAA was supposed to be the best there is but now that i have had to call for service 08/20/2023 I called to get a jump start. The put me in a que and forgot i was even there I called customer service and they said they said they would have dispatch to call 2:20 AM 08/21/23 I am still waiting on call and service without contact from anyone i thought that they would come on and service me and get me on the road. I think I will be looking else where for roadside assistance as AAA does not do what they say Horrible service all the way around,1,0.058,0.9,0.043,-0.4456
280,"CANCELING MY MEMBERSHIP!!! HORRIBLE EXPERIENCE WITH AAAI would not have given even one star, but was forced to choose a star so I could give a review. Fact is, I have had AAA for 5 years as a GOLD member and have never had to use it until today. We live in coastal North Carolina. We locked our keys in the car. After putting in our request for roadside assistance, then one hour later we got a call saying that they did not have anyone on the East Coast to unlock a car door! Shame on AAA! Seriously!!!! I will NOT renew my membership and pay money just to be told there is no one on the East Coast this evening that can unlock a car door. They sure don’t mind taking money from those of us who live on the East Coast! Absolutely ridiculous. Bad customer service on the phone also.",1,0.155,0.826,0.018,-0.9727
281,"I've been an AAA member since 1995I've been an AAA member since 1995. Had a flat. Called for roadside assistance. They assigned someone and they cancelled.  Called again.  Promises, promises but no assistance.  Over and over.  They FINALLY CALLED BACK 15 HOURS LATER.  Recommend strongly members consider cancelling.",1,0.116,0.714,0.17,0.4588
282,Wait time is embarrassingWait time is embarrassing. Get it together. We called at 10:34 pm and we were broke down you said you can’t have someone there till 8:30 am.. again we called at 2 pm you said you’ll have someone there by 4:50… we waited.. 4:45 comes they say it’ll be a their 309 minutes… so by 9 they might come! Unbelievable and ridiculous!,1,0.124,0.849,0.026,-0.7707
283,"How are they still in business?Over 2000 reviews and a WHOPPING 85 percent are all 1 star reviews and I am going to add to it. Their TrustPilot page is so EMBARASSING they don't even want to claim it. LOLThey may have been a decent service like 10+ years ago. As these years go by, they become more and more useless every year.They've left my mother for hours in sweltering hot weather. That's basically the service they give you. They make you play the waiting game. No matter where you're stranded or the weather conditions.WE pay THEM to make us wait, you keep calling they say ""another hour"" wait and hour call again, they say the same thing.Every time we're waiting for them, we wind up getting help from a random stranger. They have been NO HELP. We are wasting our money and we haven't seen a single AAA worker assist us since we signed up. I am cancelling ASAP and will take the AAA to the BBB.",1,0.088,0.843,0.069,-0.3567
284,"Paid $120 and they never towed my carI upgraded my membership so I could be towed more than 5 miles. On the phone triple a told me that they would temporarily park it in their parking lot, and deliver it to where it needs to be once the membership officially upgrades (already paid the $125). Triple A towed my car to their parking lot instead of my destination- now they refuse to tow my car since it’s in their parking lot, where their attendant parked my car. When my membership officially kicked in, I ordered a tow. Triple A lied to me. They previously said they would tow it when the membership kicks in- they didn’t tell me that they could not tow the car from their own parking lot. Despite the employees lying time and time again to my face, they still will not tow my car as promised. The company has a bad ethics problem.Update : 8/19/2023 they towed my car to a tow yard without notifying me, and they don’t know which tow yard it was towed to.",1,0.046,0.924,0.029,-0.4632
285,"AAA rip offMy membership went up from £10 per month to £18 and that continued for over a year. Customer service said,I agreed initially,that membership will go up as my offer was introductory.The ripping off however,is that automatic power AAA have to put their had in my pocket and take extra every month as it suits them and conflict with my budget by making me poorer for longer and upset me.AAA thrives on the fact that, so many silly people like myself for so many reasons do not look out for small changed on their account like this.Let us make motorists aware to watch your pocket against AAA direct debit Let us stop their “automatic right” and “you initially agreed”.Let us campaign for this to be stopped.I prefer to replace this by  stopping my membership after the contract runs out ,rather than taking my money without my will.It is up to me to carry on with an increase or not.Let us stop the automatic right to increase direct debit without a real personal “yes”.",1,0.072,0.858,0.07,-0.0828
286,Pure scammers and incompetentI would give them a 0 if able. Such incompetence it’s overwhelming. Canceled both policies months ago and told them to take me off all their mailing lists and policies and still I receive insurance bills and promotions. Then I have to keep calling to tell them to stop and have talked to supervisor that can’t follow through with the issues. I have had instances at halo the price. Hate to see it someone had a claim wouldn’t get taken care of. Don’t use AAA incompetent is their moto.,1,0.127,0.839,0.033,-0.8442
287,Great and fast serviceWas locked out of my car and needed to have someone open it for me. I called and a very nice man named Sam was over quickly to open it for me.,5,0.0,0.812,0.188,0.8016
288,Trying to get my car towed simple thing…Trying to get my car towed simple thing added family member so she can do it been calling all night still waiting they come and don’t tow I’m handicapped and they expect me to be out there waiting seriously,1,0.036,0.964,0.0,-0.1779
289,"AAA MaineIf you are in Maine, you can’t get service to jump your car between 10 PM and 7 AM. There is now 24 hours AAA service in Maine.",1,0.0,1.0,0.0,0.0
290,I waited 6 hours today for a tow…I waited 6 hours today for a tow request  because my car broke down.   Every time I called the person said your on the list for service you should be getting a call soon!   What a joke!   I called a local towing company that came out with in 2 hours.   I’ve been a AAA member for 13 years!   This has been the worst experience!  Very upsetting!   Where is my membership fees going?,1,0.15,0.822,0.029,-0.8823
291,"Today I had to call AAA because my… Battery -James saved the day!!Today I had to call AAA because my battery was dead. I called AAA and they sent the most patient, professional and simply wonderful technician -- James.James tested and confirmed my battery was indeed dead, told how much the battery would cost and also the labor as my vehicle a 2013 Ford Escape has the battery setting in the back and requires a hood and windshield wipers removed to be replaced. James is the best of the best for technicians!!! Truly an asset to AAA Ocala!!",5,0.074,0.726,0.2,0.9269
292,Been on side of road since 745 am it's…Been on side of road since 745 am it's now 1155. Called in for a tow told them that they will need a wheel dolly/lift due to fact my ball joint popped and the cv axle popped out with the separation. So they finally send a tow truck at 1045 but he didn't have a wheel dolly he wanted to take my wheel off and drag it which would cause more damage to my car TOTALLY UNACCEPTABLE. Like come on AAA service this is unacceptable think I'm going to cancel this family plan,1,0.174,0.785,0.041,-0.9478
293,"I was on the phone with my elderly…I was on the phone with my elderly mother and they told her it would be over 3 1/2 hours to come get her and her car in the heat and when she asked him if there is anything she could do so that she could get somewhere out of the heat they told her if you feel like you’re gonna die call the cops, so basically they didn’t care if she drop dead",1,0.114,0.822,0.063,-0.6808
294,"Our AAA AngelOn August 10, 2023, my husband I were driving to Dayton, OH, in the rain, on Interstate 77 just south of Beckley, WV. While traveling in the left lane of the highway, the front right tire hit a 4x4x12 piece of wood and the wood ripped a 3 inch diameter hole in the tire. It went flat immediately and my husband was able to successfully drive the car onto the side of the road.  As a member of AAA, I tried calling them and all of the circuits were busy. So on my AAA app, which I have, I just filled out the information needed to get a service person. Within minutes the customer service emergency representative called me to help schedule a service guy out to help change the tire on the car. Gaylan Brooks came to the rescue and arrived within 45 minutes to help. He was kind, thoughtful, knowledgeable, and very professional servicing our car. Gaylan was able to put the spare doughnut on and he even suggested a tire company which we could drive to purchase a new tire. If I didn't have the AAA service, I don't know what I would have done in this type of emergency. Sometimes I grumble when I have to  pay the annual premium, but then in a situation like I was in, it was worth every penny. Thank you Gaylan Brooks and AAA for coming to my rescue.",5,0.02,0.867,0.113,0.9652
295,Worse service ever… stranded in the forestI have a flat tire in the middle of the forest in Mount Shasta. I called roadside assistance at 10. 30 pm last night. It is now 2.40 am and no one came to help me yet. Everytime I called them they don't have any updates and the website says that no driver has been contacted yet. So here I am in the middle of nowhere waiting for triple A to (hopefully) show up at a certain point. I have been a member for 18 years and I barely used them. I have been treated very badly by all the people that answered the phone everytime I called for help in the past 4 hours.,1,0.09,0.847,0.062,-0.5256
296,"Terrible AAA service in Orlando areaOn Wednesday, Aug 9 my 89 year old mother called AAA to come to her husband's Ford F150, which was parked in a doctor's office parking lot in Winter Park, FL, and it had died and needed towing.  She was told they would send someone out to meet her.  She called repeatedly to get an update on the driver and was told each time that they were sending someone out, and she waited with her car running so she could have AC in the 99 degree heat for FIVE HOURS and finally went home. After she got home, they called her and she went back out there to meet them.  A sub driver, hired by AAA came out and helped her and told her that AAA lies to their customers and if they had called him earlier in the day he could have helped her and prevented her from waiting so long.  He apologized.  She and her husband have been members of AAA for years, but their service has gotten worse and worse.",1,0.078,0.906,0.015,-0.9139
297,I had my 2018 Hyundai  towed to pep…I had my 2018 Hyundai  towed to pep boys in Centereach  it never got there I called  multiple  people  they seemed to  lost my car oh then they found it at Hyundai  in Centereach  it took them hours to try to get my car towed to the right place supposedly the tow truck guy was on hold for hours I had to go to Centereach  Hyundai  and drive it to pep boys myself that's ridiculous,1,0.059,0.941,0.0,-0.5859
298,Been a member since 1997....not at all…Been a member since 1997....not at all happy with the gentleman that I spoke to he was so rude and so unhelpful I wish I would of gotten his name,1,0.1,0.726,0.173,0.4238
299,I don't recommend Triple A Hennepin Cty…I don't recommend Triple A Hennepin Cty or St paul3.5 hours to tow a 96 year old and that is just the beginning. then you get calls from member renewal and they are clueless. a25 year triple A member   and bought another one for Bloomington Mn  address yesterday. MPLS and St Paul need to get on same page,1,0.107,0.893,0.0,-0.6927
300,"Horrible service!Horrible service!! This used to be an efficient company I could rely on. Multiple calls and online reassurance that “they are on their way”. No one is coming. It has been 8 hours.No communication. Even when I called the company they originally sent, no answer. Go back to your old ways and answer the phone, give me a real time when someone will be coming to help and give me my subscription money back for this year!",1,0.093,0.799,0.108,0.3111
301,"Just signed up for AAA as well as their…Just signed up for AAA as well as their home owners and auto insurance.  Getting the homeowners insurance so far is a nightmare, seems that I am doing all the work they are suppose to do, such as taking pics of my house, looking up information that the State Insurance board has ( information is something the Insurance company does).  Asking for information that is public record.  I have already paid my premiums so I will stay with them.  I do hope (should I ever have to make a claim) they are better at that, I fear they will not be, judging from the reviews I am seeing on this site.  I will be switching back to a reliable company in 6 months time.  I should have looked into reviews first, something I normally do, but assumed that AAA had a good reputation, I will not make that mistake again.",1,0.014,0.896,0.09,0.852
302,Absolutely horribleAbsolutely horrible. Corrupt and dishonest.,1,0.652,0.348,0.0,-0.8166
303,"Triple Premium planTriple Premium plan at some point changed to no longer offer battery replacement. My battery drained earlier and I contacted the representative and was asked if I needed to purchase a battery. I reminded her that I was under the impression a battery was included. Triple honored and replaced my battery due my being grandfathered into its original premium plan that has since changed, Feels good to come out on the winners side for a change. I’ll be keeping my six tows per year. Beats insurance tow plans and reimbursements and faxes. I highly recommend triple AAA.",5,0.045,0.794,0.161,0.902
304,"If I could give them no stars I wouldIf I could give them no stars I would. I have had them for over 4 years and the service has been horrible for the last year. Last August, we had a flat tire and, because we were supposedly broken down on a highway that they did not service, I ended up spending #200+ to have my car towed myself ON vacation. Fine- it happens. About 2 months ago, the car broke down AGAIN with my husband and 9-year-old son on the side of the road after 9 pm. I called AAA and spoke to someone who sounded like I woke them up. Set up a tow and was told they did not have an ETA but we would be texted once the driver was en route. An hour and a half later - NOTHING. I Called back - they had NO record of the prior call. We had to set up ANOTHER tow and I was advised that we could wait another 1-2 hours. An hour later and call#3 -now midnight- was told that the driver was behind in that area and unable to give ETA. Was told nothing to do but wait. After a 4th call - and another hour at 1 am, the husband was advised that he could leave the car with the key under the mat and unlocked. They still had no clue when the driver would be out. They offered a $20 rideshare coupon so he could get home with my son - for a $40 ride. I called a 5th time - because I KNOW Their Policy about cars needing to be with someone when the tow shows up and was told it was fine- that the driver would be notified and would pick it up. The next morning, when I still had heard NOTHING from AAA or their tow truck driver - I called the shop where it was supposed to have been taken. Guess what? CAN'T FIND IT. I Spent an entire day chasing down my only car only to discover that the driver came out and left it because no one was with it. In total, between the night of the service call and the next day, I had made ELEVEN calls to their support- half of which I was told they had no record of - and by 5 pm had FINALLY located my vehicle. Fast forward to now - Purchased a new car that comes with roadside assistance for the next 2 years. Call AAA to cancel the account (my mother who pays for the service with her own credit card in HER NAME). Was advised on call#1 - Cancellation team is not available to take the call and offered a call back which she accepted. FIVE days later- no callback and the service renews and the card is charged. Mother calls a second time on 8/4 and was told after an hour that the service could NOT be canceled by her because the account was in MY name AND that no refund could be issued anyway. I call the same day and was again told that no one was available from the ""cancellation team"" to take the call- offered a call back which I accepted. It took them FIVE DAYS to call me back. On 8/9 I explain all of this and am told that they need a manager - because they cannot provide a refund but can cancel the service. Was promised a call back by 5-5:30. That time came and went. At 7 pm, I receive the call and am advised that they searched all the calls for the days before we called on 8/4 and located no calls except my call in May (ONE CALL MENTIONED AS LOCATED NOT THE 11 THAT I MADE) and because of that - no refund will be given but the service is canceled. UNACCEPTABLE service - not worth a full $1 let alone $213/year. STAY AWAY - Most insurance plans offer roadside assistance that is competent and complete. Will NEVER use AAA again.",1,0.08,0.885,0.035,-0.9776
305,I have attempted to use Triple A 2…I have attempted to use Triple A 2 times in last few months and the wait time is crazy.  The first time I waited 1.5 hours with nothing and someone came by and was able to pull me out.  The next time waited over 3 hours with nothing and a family member had to tow my vehicle home.  This is crazy for what we pay a year to use AAA.,2,0.086,0.914,0.0,-0.6369
306,Left me stranded for the 2nd time for 5…Left me stranded for the 2nd time for 5 F**KIN hrs! Take your business elsewhere! AAA is about as dependable as a politicians promise....,1,0.0,1.0,0.0,0.0
307,"EXCELLENT SERVICE Bobby MichaelsEXCELLENT SERVICE from AAA driver Bobby Michaels. He contacted us and kept us informed. He was very professional, courteous and handled the vehicle with extreme care.",5,0.0,0.699,0.301,0.9044
308,"Sign up here for HarassmentSign up the AAA if you'd like to badgered at least monthly via physical mail from their life insurance division, even after updating your preferences to tell them you want no communications from them.They then refuse to give a refund when you call and ask them to cancel, and send you an email confirming you asked for $0.00 refund.Errr no, that's not what I said.  Never again...",1,0.114,0.836,0.05,-0.5859
309,AAA service sucksAAA gave my daughter a 5 hour tow time fir a 50 mile tow. This is the 2nd experience of having my this same experience.  For the rate of annual fees this is unacceptable.,1,0.086,0.914,0.0,-0.4588
310,"THE WORST SERVICE EVER, and I have been a member for 28 years.my car broke down at the post office at 7:15.  It is now 9:30 and haven't heard one thing from them.  It is dark, I am a woman alone. I have been a paid member including my family with AAA Plus.I have called and still no response. this is the worst.Will cancel my membership after 28 years.HORRIBLE.  I told them it was getting dark and that I needed help.  They won't even call me back.",1,0.155,0.815,0.03,-0.8788
311,"AAA Not Reliable AnymoreBeen a member since the 80s, never a problem getting help when needed. Today, car overheats, it's 110 deg out, and they can't tow the car for FIVE HOURS?!?! Not a holiday, not a weekend, just a regular day in SW Florida and they don't have drivers?? Even if there's a shortage in this locale, one of the largest US metros is 50 miles away, so why the 5-hr wait? And why would they even consider that to be a reasonable timeframe??What on earth are we paying for? Certainly not the measley 'discounts'....At least it was daylight, near services, not far from home, and I had the means and tech to get myself home another way, but not all are so lucky. I could've been stuck on a highway, after an accident... who knows.If AAA can't be relied on for run-of-the-mill simple towing service, what happens when there's a serious emergency?",1,0.088,0.859,0.053,-0.5265
312,"I have been a member of AAA for 33…I have been a member of AAA for 33 years.  But something has changed.  This is not the AAA I have been so loyal to all of this time.   Recently I waited SIX hours for service after a tire tech said he could not get the tire off.  They called for a tow.  Then I get a bill from AAA and they charged me for THREE service calls for one call to AAA and a tech who did not have the right equipment.  The tow truck NEVER responded the first night, the call spilled over into the next day.  This event leaves me with serious doubts if membership in AAA is still of value.",1,0.053,0.877,0.07,0.6294
313,Worst experience ever!!!!!Worst experience ever!!!!!! They suck! Don’t bother being a loyal client for 7yrs with zero accidents or tickets! They will increase your policy every year! Give no incentives are reward good customers! They are rude and they even tried to report a false claim on my nexus Lexus which I had to fight in my own to remove! They charge ridiculous prices and put you into collections even for a something they screwed up! Horrible will NEVER recommend! Run!!,1,0.298,0.569,0.133,-0.9492
314,"3/3 calls and none addressed this yearOf 3 calls to AAA within the year needing assistance, assistance was never sent, nor was any other emergency help called on our behalf. Of the three phone calls, one call, a roadside assistant sounded like we were interrupting his party. The second call made on July 15, screaming, crying children were heard in the background while talking to a very frazzled mother. Both calls were handled very unprofessionally. This is very disappointing. For the $269 I paid this year, no service of any kind has been received except for lip service.I used to tell single girlfriends, AAA was a girl's best boyfriend, now just like Uncle Sam, they screw everybody, take the money, and run!",1,0.126,0.743,0.131,0.4017
315,Another story just like so many othersMy truck broke down (thankfully right in front of my house). Needed a tow to my mechanic. Called AAA on Sunday evening  @ 7 PM. Was promised a truck would be there by 9:45 PM.  Received automated update around 8:30 PM stating I would not be getting a truck until 10:30 PM. That time came & went and when I called to find out what happened to my tow I was informed that the new arrival time would be 1:40 AM!  Kept calling every 45 minutes to try and get earlier time but was eventually told driver was 125 miles away and would be delayed. Long story short I didn't get my tow until after 4 AM! Been a member for 38 years but I'm going to be movin' on. This company has become a joke and needs to be put out of it's misery. P.S. - One of the reps I talked to was honest enough to tell me that because I was at home I was not a high priority. Thank you AAA for such wonderful disservice.,1,0.064,0.848,0.088,0.6618
