,content,Rating,neg,neu,pos,compound
280,"My iPhone 14 pro max runs so hot…My iPhone 14 pro max runs so hot everytime, and now my charging port just suddenly stopped working. I called the apple support number and it was no kind of help other than taking it to a store and I explained to them that I only have one phone. This is the worst experience I’ve had with apple !! And I’ve been an apple girly for so long, so sad that I have no other choice but to give android a try.",1,0.116,0.831,0.054,-0.6803
281,Nice!Using my 12 Pro Max for 4 years now and still alive. Ready to upgrade soon. Well done Apple!,5,0.0,0.658,0.342,0.7772
282,it really sucksitunes is rubbish,2,0.0,1.0,0.0,0.0
283,This advisors at company they are…This advisors at company they are useless. I don’t even know why they have them. They are useless steal my money and they can’t do anything. Why have advisors if they can’t do anything so Apple advisors 1st graders are probably smarter then them.,1,0.158,0.789,0.054,-0.7003
284,"Apple’s Lack of Accountability and Unjustified Price HikesWhile contacting Apple customer support about the 44% increase in Apple TV+, it brought back the previous incident I had with Apple Support and their lack of action to deal with issues of poor service, App fraud and unjustified price hikes.  Let me explain:I had purchased a one time/life time subscription to TapeACall Pro via Apple App Store. 22 months after purchasing TapeACall, they secretly charged my account $0.00 in order to change the subscription type I had, so that they could begin charging me a monthly fee. I contacted Apple and proved everything I am saying now. They told me they were not responsible, it was the App developer. I contacted the App developer who said I had to contact Apple. I provided emails to Apple to confirm this. Apple then said they are not responsible for what the developers do. I could not understand this at all as Apple is the one who sells the App. If you go to Walmart and buy a lamp that doesn’t work, you return it to Walmart. Walmart doesn’t tell you that it’s not their responsibility to correct this, that it’s the manufacturer. No other entity, nearly as big, as big, or bigger than Apple, has a policy where they hold no responsibility for what they sell. Apple Support Manager told me to make a review of the App on the App Store, I did - nothing happened. They said leave feedback on their website, I did - nothing happened. This was the senior support manager who was telling me this. Please understand, complaints, feedback and issues are put in a void that provides no response or intent to resolve. So why would anyone purchase anything from the Apple App Store knowing they refuse to be responsible… the Support Manager even told me there had been a plethora of complaints about this App, yet they kept selling it. If Apple doesn’t feel they have a fiduciary responsibility to either be responsible or hold the App developer responsible then I suggest Apple shouldn’t be able to sell anything that is from a third party. Imagine you went to the movies and purchased a drink with unlimited refills, but when you went to get a refill they said you had to pay for it. When you explain, and prove, that you were sold unlimited refills they tell you to contact Coke/Pepsi or leave the complaint on a feedback card (that no one ever looks at). Furthermore, they refuse to give you a refund and they continue selling drinks with unlimited refills that don’t actually have refills. Would you ever go back to that theatre?So now Apple has raised their Apple+ Tv subscription by 44%, but haven’t increased new content. In fact their new content has decreased. Additionally, they are now more expensive than Disney+ and Prime Video, but have a fraction of the content. There is no loyalty incentive or even a justification for the price increase. They are banking on being “Apple” and that people will just put up with it. There are many other large companies that thought they were to big to fail - Kodak, Blockbuster, Polaroid, Xerox and so many more. Knowing that inflation has gone up at nearly record levels, Apple has decided now is the time to increase their price - not just increase it at inflation rates, but instead 6 times the pinnacle inflation rate recently experienced. I have cancelled my Apple Subscription,  When it’s time to upgrade I will be buying an Android device, probably a Samsung or Google phone and will leave Apple in my rear view. In the age of customer experience, a company that has zero respect for the consumer should not expect any loyalty (think about them being caught purposefully slowing down phones in order to prompt consumers to buy a newer model). I’ll end with what I said to the Customer service representative and the Manager; why would I stay with Apple, when I’m doing way more for Apple than Apple does for me? As my devices age (laptop, wireless headphones, smart watch, tablet), I will replace these devices with other brands. I hope that more consumers who have negative experiences with Apple do the same. It’s the only way they will change.",1,0.072,0.85,0.078,0.9313
285,"Well after many years with appleWell after many years with apple, I will be officially leaving their services.. I am truly disappointed from the experience I’ve been through the last days.. I got a 7 day trial through an app that charged me after only 2 days of use. When I went to Apple for a refund they denied me! And then not only did they deny the refund. Someone from customer service said they would help with this matter and then tried to refund the WRONG app and I lost out on those services I use because of the mess up that when I brought up to once again another customer services helper brushed it off and did not help . Now I’m out of money that was needed for my rent ! And apple service goes home and has a good nights rest .. shamefully .. I will be switching to Samsung 100% so sad .. I’ve used Apple for long ..",1,0.149,0.755,0.095,-0.8887
286,"Useless apple as normalHi yet another update to iPhones this is the 4 or 5 in the last two months totally unacceptable useless apple every time a new phone comes out we get this.I have a iPhone 14 Plus and every time there’s an update something doesn’t work right on the phone after. and the updates are a total waste of time! on features people don’t want….just give us a phone that works as a phone not with all the Sh..t we don’t need, if you look at what there correcting on the update?? Do you know what you are doing at apple! ????. If the new phones have so much wrong with them don’t launch the new phone until you get it right first, because all you do is P..s off your customers who have iPhones!!!!",2,0.123,0.877,0.0,-0.9551
287,Over priced and bad customer service,1,0.412,0.588,0.0,-0.5423
288,"How pitiful for such shameful customer service to tarnish the great legacy left by Steve Jobs...I am a huge fan of apple products enjoying iphones, macbooks and iMacs, and airpods. But when they allow a devastated 9 year old girl to unknowingly rack up £159 on virtual gaming fees and refuse a refund, they have lost their way. Paypal at least issued a refund under their Buyer Protection, in this case protection against Apple exploiting young kids for monetary gain. How pitiful for such shameful customer service to tarnish the great legacy left by Steve Jobs...",1,0.224,0.61,0.166,-0.85
289,The company it self always updates…The company it self always updates firmware every 2weeks to a month. Always the same bug fix and same collection of your data to sell to third parties.🤫 this updates as you know are so you can buy more of there products as the older phones can’t receive the new firmware. They know this phones can handle it but yet encrypt this phones with code so they at the end of the phone are just trash and slow . I we’ll be going android after this . Good bye apple,1,0.0,0.952,0.048,0.677
290,"Don't waste money on Apple productsWHY  are APPLE so useless?  WHY have I not had my Macbook back after a routine battery replacement?  Batteries should be a stock item.  The (Not so) Genius bar had my Mac on 23rd October and it was due for return 30th October.  It's now 7th November.  No one answers the phone, No one has had the decency to update me and online just says awaiting parts.   NOT GOOD ENOUGH APPLE. Your repair prices are disgustingly high as are your products. 3 times the price with only 1/3 the memory of others.  Get your act  together and tell customers what is going on and why we are not getting our items back.  Get staff who answer the phone and when we request a call back, which you say will be in less than 2 minutes, PHONE US BACK.  Stop ignoring us once you have our money.",1,0.126,0.859,0.015,-0.9501
291,"Always a top-quality service at Apple…Always a top-quality service at Apple Stores. The only downside is that stores get pretty crowded at certain times and it's hard to receive a consultation. The Genius Bar appoitment I had was very helpful, the staff was knowledgeable and solved my issue quickly.",4,0.064,0.737,0.198,0.796
292,Iphone 15 is just more expensive than…Iphone 15 is just more expensive than the previous. Nothing else,1,0.0,1.0,0.0,0.0
293,"Terrible incompetent tech supportTerrible incompetent tech support, resulted in Apple tech support getting me locked out of my iPhone for 27 days.Despite numerous requests to escalate the issue to someone senior, I was met with responses like there is no manager, there is no supervisor, there is no one who can help you.Try to make a complaint, guess what ""we don't have a complaints department"" - well you really should.If I didn't follow Apple support agents' advice I wouldn't be in this situation.This only confirms for me all the reasons why I stopped using Apple products 15 years ago.",1,0.174,0.672,0.154,-0.3274
294,"Scam by AppleI'm using Macbook pro for a while and the last month as i was working on laptop i received new update so while working i took a break and took update - right after the update my laptop screen start flickering, i've booked an appointment with Apple at Westfield Startford city and after checking the staff said i've to change the screen which is for £550 or i can return the laptop and they will pay me £225 max which i found a scam and the reason is very weird when i challenge it, the new update can't able to access the areas which it suppose to and it has started flickering , the laptop which was just fine a 15 mins ago has gone bust. I found this is a big scam on the part of Apple - I'm escalating it to Trading standards and involving 3rd party to claim from Apple - Be aware Apple is doing this raise your voice don't let them go for free",1,0.085,0.86,0.055,-0.7294
295,"Account Recovery 5 Days - Are you KiddingApple iCloud recovery takes 5 days! Who is the ""genius"" at apple that thought it should take 5 days to recover your account? The only way they give you access is through your phone; Apple most people need to get their account recovered because their phone was lost or stolen! Make it make sense you bureaucratic clowns. How does one of the largest most successful companies offer such terrible service. You are supposed to be of service to your customers & help them, not gate-keep people's own information from them. What ever happened to security questions, or being a tech company & having quick technology related options to verify identity. USPS is more efficient then you clowns & they're a laughing stock of quality. The DMV is more efficient then you guys, when did you turn into the quality of the DMV? You're a tech company, make it make sense.Take care of your customers that make your billions of dollars. Invest in your support to actually support instead of having a policy in place that refuses to help your customers. In addition, this isn't the first time dealing with you clowns. One of your phones went completely black & died on me just after 13 months. You guys didn't warranty it. ""Apple Quality"" an over $1,000 product just black screened / Xbox wheel of death & zero support. Be Better! your Trust Pilot Score is under 2!When did you guys become bureaucrats sitting in your ivory towers dictating policy to screw over your customers. Get back to the barbarian principles that made you a successful & loved company. Have some honor & integrity towards the great founder you once had. You guys can afford good policy, it's a small investment with a large return. Stop being clowns & deliver a quality customer service experience / support experience.",1,0.057,0.76,0.183,0.9922
296,Fantastic products they provideDon't know about the hate here but I have macbook air with M1 and boy this machine is awesome - it simply works....like always.,5,0.073,0.681,0.246,0.765
297,Always a great experience in Newcastle…Always a great experience in Newcastle store. Plenty of staff there and available to give demos. Our daughter was looking at a MacBook as hers is old and they were very good at figuring out which MacBook was best for her.,5,0.0,0.714,0.286,0.9485
298,"Bought an iPhone seBought an iPhone se. Battery started expanding after just over a month. John Lewis won't replace, istore tried to repair and apple will not allow them to do so and have requested it is sent in via post. no replacement and now with our a present for a relative.  What a great company Apple.  Please can I have some feedback.",1,0.06,0.84,0.1,0.5475
299,"Apple your customer service is just awfulFirstly, it looks like Apple don’t reply on Trustpilot!This may seem a very small annoyance, but here goes.I took out an extra 50gb of data to just back up my photos I have.  Well, looking back on PayPal they have taking a payment twice a month!Got onto their customer services via their app, and at the end of it all, my blood pressure was well up.He then said (apple customer service) you have an app and it’s ££9.99 a year.Yes I said, but it goes out on the 15th of September for a one off payment of £9.99!!!I said Apple must have my payments record, he said he can only see 2 months back?  I then get asked can you send me photographs from your records, I do and still he says can’t see them all.Who are these people working for this company?It looks like 2 years of double payments.I have asked for a supervisor to ring, you couldn’t make it up.",1,0.028,0.901,0.071,0.8041
300,"Apple Macbook - I don't own my device. Apparently Apple doesMy Apple Macbook device got broken after 4 years of usage. I brought it to the repairs. Good thing they managed to repair it, but they needed to reinstall the system. After reinstall, Apple device asks to login into Apple ID. I used my PC for 4-5 years and Apple ID was not used, so I forgot the password. Now to recover my password, I need to wait for 2 weeks, even though I have access to my email and my phone number. Apple support over the phone, can't do anything. I even asked them, that I can send a scan of passport. This would proof 100%, that device was mine, as email corresponds to my credentials. I am very dissapointed with Apple. It looks like, even though I spend my money buying their device. I still can't control it fully. They can lock my device. I think, government regulators should look into this.",1,0.013,0.921,0.066,0.7992
301,Apple is the better phone wont lie…Apple is the better phone wont lie about that but there games are rubbish,1,0.0,0.822,0.178,0.4404
302,The best in the world,5,0.0,0.488,0.512,0.6369
303,"Greedy companyComplaint over web order W1361778862 I lost my husband last week and had to spend many hours on the phone to Apple to cancel an order that never arrived because it was delivered to the wrong address. I was reassured that I would get a full refund, yet received another email / text two weeks later saying that the item was delivered. Of course it wasn’t. I again rang Apple who refused to help me knowing full well that my family and I are mourning the loss of my husband. A “computer says NO"" philosophy. Apparently “We must follow process and investigate” before any refund is issued. I won’t be around to manage this fiasco as travelling out to my wider family. Instead Apple is happy to leave this issue hanging in the wind. Where is the humanity?In the end I was forced to raise a dispute via my credit card company. An elderly customer who has been loyal to Apple for many years… including her deceased husband and Apple turn their backs on us at our time of need. A company that is worth billions and still money grabbing for more. The customer service team were consistently unhelpful, kept me waiting for ages, and did not listen with intent - when I could be spending my time arranging the funeral and being with family and friends to celebrate my husband’s life. Instead Apple and their delivery service have stolen my money to profit for their own ends. Apple - a greedy and disgraceful company.",1,0.142,0.758,0.101,-0.818
304,"Apple Contacts app, repeatedly freezing, the only flawed Apple app I have ever usedOwning a MAC since 1990, I am saddened to say that Apple's Contact software is the ONLY software that I have ever had a bad experience with and their contact support has not provided a remedy to this problem.Apple's Contact software app has been stalling on and off, repeatedly, for at least the last two years on my MacBook Pro (14 inch 2021 model running OS Monterey) - when I type anywhere on an individual contact page, the spinning multicoloured ball appears and the software freezes for anything between seconds and minutes.Having called Apple support to be informed to install their new OS, this didn't fix the problem.From this particular professional creative, I don't understand why Apple continue to let this error plague what is otherwise an excellent / non-freezing product range!POSTING THIS IN FRUSTRATION after Apple removed the above posted on the Apple Support Community section of their website",1,0.106,0.81,0.084,-0.4118
305,4 out of 5 Stars ❤️❤️❤️❤️,4,0.0,1.0,0.0,0.0
306,"Customer service in name onlyCustomer service in name only! Called to have an ipad repaired on warranty .. they started chat with me asking what was wrong, almost done and they passed on to someone else, right back to beginning asking me what the problem was, this literally went on for two days until I had enough! I screen shot the entire thread; over thirty pages of repetition and zero resolve. Life really is too short! Will not buy any more apple products, they just dont care. Nice way to run a business.",1,0.117,0.857,0.026,-0.8416
307,GoodGood phones,5,0.0,1.0,0.0,0.0
308,"Never thought of looking at reviews of…Never thought of looking at reviews of Apple Inc on TP. Was staggered to see such a poor rating for a company that has led the way in customer service, free ‘in-store’ and ‘online training’, and  followed by other companies as the ‘gold standard’. I’ve used Apple gear since 1996 and can honestly say every item of equip I’ve ever had (and they run into many of all types) don’t owe me a penny and have always performed as you’d expect and lasted many years. I’m still using a 2010 Mac Book Pro in everyday use!! I do wonder about some reviews, this one for instance from Oct 2023:‘Bought apple ipod pro from apple store, thinking that i could use my iPhone 14 charging cable no where said i couldn’t.Pods arrived and blow me down a different socket so i cant use my cable i already have so have to buy charging matNo where do you tell me this on purchase!Apple just money grabbing!Seriously considering swopping to another make of phone’. Well, there is no such item now as iPod Pro, maybe he means an iPad Pro? It comes with a charging lead (but not a charger) in the box. Then he says ‘Pods arrived… so does he mean EarPods? EarBuds come in a case that charges the buds, once again with a lead to charge them. I do think some people just love attacking Apple. Reviewers talk about software slowing the phone down, in my experience and I’ve had at least 6 iPhones now I’ve never had issues like that. I have many friends who often ask me about minor issues with their devices and again none have ever reported these. I know there have been issues but not on the scale that some of these reviewers claim. Wish sometimes you could reply to reviews!",5,0.034,0.916,0.05,0.7948
309,Shambolic and dishonest,1,0.649,0.351,0.0,-0.5719
310,"Unreliable, overrated.What kind of so called high end company makes you wait two weeks to recover your apple ID when you recovered with your email multiple times and have the correct password to login?Im on a contract phone and had them for 5 years but they needed two weeks to verify it's me ? I'm almost certain they have their AI set up for who will be waiting for weeks and who they'll verify right away. Their garbage. I will never ever buy another apple product in my life. On top of that I'm demolishing my Apple iPhone when I'm done with it instead of selling it or trading it in.  Apple is definitely overrated and I'm glad they did that so I can see there true colors. All your really need is a good phone with a nice case. Period.. Imagine if people wake up and realize that they're being overcharged for a phone that does the same thing a $200 phone does and is designed just like all the other phones. It's that same thing as spending $2.85 on a bottle of soda when you can pay the same price for a two liter. Answer right in your face. Get a android",1,0.008,0.864,0.128,0.979
311,"Had an issue with my Apple IDHad an issue with my Apple ID. That was when I called Apple Support, and Michael was really helpful and patient in helping to solve the issue. The support was awesome and also quick.",5,0.0,0.665,0.335,0.9392
312,"AwfulAwful. One word to describe an iPhone, it’s software and lies. I have an iPhone 13 - upgraded software and now my battery dies within one day. With the same usage on the software before, my battery would last 2 days. I complained about the slow phone and they basically said to upgrade the iOS which I did and now my phone is affected. I have always got iPhones when it comes to upgrades but I have just had enough of their lies and their fake iOS updates that don’t do much expect slow your phone down so that you can buy another. Well done apple you have just lost another customer.",1,0.136,0.841,0.023,-0.9042
313,"Glasgow store, please answer the phoneI recently had a repair undertaken in the Glasgow Apple Store. The service was first class. However, on receiving the invoice I’ve been charged an additional £55.65 + VAT for a Touch ID repair that I didn’t authorise.I’ve tried contacting the Glasgow store three times but the phone keeps ringing out and the forcibly disconnects. Would someone in the Glasgow store, please answer the phone.",1,0.02,0.913,0.067,0.4939
314,I ordered a iPhone 13 and they sent me…I ordered a iPhone 13 and they sent me a 11 year old Samsung flip apple 🤬🤬🤬😡,1,0.0,1.0,0.0,0.0
315,"The apple experienceI have cancer. I am supposed to lower my stress, but I am making myself sick dealing with Apple and this bull. I almost passed out walking out the mall and crashed when I got home to print yet another document missing my 3rd appointment at the apple store. This will be my fifth time going into the store to prove it's my phone. They don't check ids or passports or me logging into my account and showing them I own the phone. NOPE, they want a printed piece of paper that shows the phone was mailed to me. Three different people at the store gave me 3 different requests for what they need in a document. I am officially being given the run around. The first person said proof I own it. Brought that in to be told it needs to have the date I purchased it. Which get this, it was on the first one. So I brought a second one, the contract I signed for the phone. No we need a receipt, proof that it was shipped to you and how much you paid for it. All on the contract and Huh, so when I pushed back I was told it has to have the imei number on it WHICH WAS ON THE FIRST ONE.What is this! Thieves would have an easier time getting my phone fixed than I do. The person who owns it. Bought it and pays for it every month. Sporting the watch it's linked to, but that means nothing. In fact I have a legacy contact. If something happens to me, heaven forbid, she would have an easier time getting my information from apple than I do.Is this reality I am living in!Apple is useless!! My phone is broken and I'm locked out of my apple Id now. Which, now this is my favorite part, I have the apple key but it NO LONGER WORKS ON APPLE'S NETWORK. It only works from the device itself... my broken device I can't fix because I can't prove it was shipped to me. I have to prove I ordered the phone to get the phone fixed to get in the phone to use the key which can only be used in the broken phone.I hope reading that gave you a headache and made you go Wth. Then you'll be somewhat closer to where I am mentally right now. The man on the phone with support response was, ""yeah you shouldn't have done that (create the key) because they JUST changed the policy. There always changing the polices so this is new."" Get this, apple is the one who told me to get create the key when I bought the phone!I have an apple watch which stopped working and wouldn't let me unlock my phone, also not proof that it's my phone. They legit asked me if I had another apple device that I can use to unlock my phone, which wouldn't have worked anyway, but why seriously because the first two products are working so well! I was going to buy an iPad. But thank GOD I didn't!The first guy in the store actually told me to go home find a friend with an apple device to help me reset my password. So when I called apple customer service online and got the 3rd person, she was like, ""the APPLE store couldn't help you change your password!?? They have apple devices for this very reason."" I was like SISSSSSSSS!! She started laughing and apologized but ""that's the dumbest thing I ever heard."" Bruh!!!!!! This was the only ""genius"" I have spoken with at apple. This last genius legit looked me in my face and said, "" we just want to prove it's your phone."" Bruh where is an attorney when you need one! I ask myself everday how is this my life right now. I woke up one morning, phone on the charger completely dead. Thinking its probably just a battery issue. The tech told me they have the part and it will take an hour to fix but I need the login information. Now, I'm playing a horrible game of whose phone is it really. I am exhausted, and for me that means a whole lot right now. As a person with medical issues who lives alone, this is a dangerous place to be and I am going on day 6 without access. I am going back to android. I'd rather lick dog poo for the rest of my life than have an iPhone.",1,0.102,0.814,0.083,-0.9481
316,"Amazing supportAmazing support, my phone microphone stopped working. Called in and got a repair set up in my town, got it fixed next day and for free as it was under warranty",5,0.049,0.698,0.253,0.836
317,I mean it's the company that designs…I mean it's the company that designs iphone ! It has to be the worst company ever . manufacturing junk all the way from A to Z,1,0.14,0.86,0.0,-0.6588
318,Apple customer service - worst everApple customer service is the worst ever. It’s the second day they transfer me from one department to another like a ping pong ball. Hours on the phone going nowhere. They are patronising and useless. Shocking and frustrating.,1,0.307,0.647,0.046,-0.9337
319,The Best Phone In The WorldThis is the best company for phones and it has more features than any other phone plus it is the best phone out there because I had no other products just apple,5,0.047,0.684,0.269,0.9081
320,"Bought apple ipod pro from apple storeBought apple ipod pro from apple store, thinking that i could use my iPhone 14 charging cable no where said i couldn’t.Pods arrived and blow me down a different socket so i cant use my cable i already have so have to buy charging matNo where do you tell me this on purchase!Apple just money grabbing!Seriously considering swopping to another make of phone",1,0.042,0.958,0.0,-0.4184
321,"The Worst Customer ServiceI went to the Apple store to purchase an iPhone and ask for help to get me the phone that I wanted but there was no one there for me to ask. When I finally met one, he said he would ask someone to help me instead then he walked away to talk to his co-worker. I waited for 20 minutes and I looked around and saw that all the Apple staff were talking to each other but didn't want to come to the customer or see the customer standing around looking for help but ignoring the customer. Honestly not only Apple products are expensive but Apple also needs to train the employees more about customer Service.",1,0.078,0.823,0.099,0.5743
322,"Horrible Customer ServiceThey are arrogant and they don’t care. I have been an Apple customer for over 15 years but their customer service is only going downhill. Be very careful with giving all your passwords and card details to them, as you will be left in dark if someone hacks you. It is as simple as someone getting your iPhone’s passcode.",1,0.065,0.817,0.118,0.5552
323,Apple Watch calendar complication…Apple Watch calendar complication doesn't work.,1,0.0,1.0,0.0,0.0
324,"Iphone lost/stolen by DHL Parcel UKSick and tired of Apple continuing to use the mob that is DHL Parcel UK for their deliveries. My phone has been missing since Monday, phoned apple two days ago and they said they were 'investigating' but then nothing. This morning DHL phoned me and told me the parcel was lost (in other words stolen by one of their employees) so I phoned Apple again explaining and another investigation was opened saying it would all be sorted out. Several hours later I have heard nothing - I don't believe they will sort it and I will be back on the phone to them every day. Abysmal from what is a company selling incredibly expensive products.Update 31/10/23, have phoned Apple twice more since, the first time promised a call back again which was a lie but both calls just repeatedly saying I must wait x business days for this then x business days for that - this is customer service in the UK all over now. They say they are sorry but they aren’t really at all.",1,0.069,0.913,0.018,-0.7906
325,"Apple prices are obsceneThe price of apple products are obscene. They are selling refurbished phones ie second hand phones, for only £90 cheaper than a new model. Phones that were released 4 years years ago are £600. My visit to the store in Manchester was awful. Two groups of girls had unplugged the display phones and were charging their personal phones. Once was painting her nails with a white polish on the side bench next to the products and the staff didn't even notice. I couldn't get near the iphones to have a look at the products as the 6 girls blocked the bench. Do yourself a favour and don't make the richest organisation on earth any richer.",1,0.093,0.831,0.076,-0.2905
326,"App Store is corruptApp Store is corrupt. I purchased a Album Cover maker from TAD (another corrupt Australian company) and several months after purchasing plus then also  recently paying for all the premium features, the app was taken down by the company and no longer ceased to exist. Apple was not interested in helping at all, did not even reply to my messages apart from a link to terms and conditions stating NO REFUNDSI have never used the app store since as it's obvious anyone can setup an app that you may have to pay for and include premium features and then pull it leaving you out of pocket and nothing to show for it all overseen by Apple.",1,0.088,0.912,0.0,-0.8262
327,"Whiteout survivalWas playing a game and discovered that the game devs supported hacking and contributed to the risk and safety of the users. I immediately deleted the game and reported the incident. I also requested refunds of what was spent on the game as i was not able to enjoy the game or utilize the game. Apple did not want to refund my money. Instead they decided it was best to choose what was good for them to be refunded. The total charges was $2000, the request refund was $2000.. the refund amount $36.. now how can a company allow a few refunds.. but majority not refunded. I try to dispute and ask why not refund all as it all is the same subject of matter. No response.. apple is becoming increasingly unstable for any of its users and increasingly supports the thief and hack of its gaming platform. I will be disconnecting my accounts of all Apple products and file a a petition to open up a case against apple, and any of its users that has been affected by their negligence.",1,0.115,0.805,0.08,-0.8305
328,They dont answer the phone,2,0.0,1.0,0.0,0.0
329,"i just bought a iphone15proReally its not fair i just bought a iphone 15pro with 1300USD, i got choked no charger.., its not smart way to make more money, because some customers will use a low quality charger brand then will destroy there phones, from my side its not a good business idea how to make more money",3,0.285,0.715,0.0,-0.9385
330,my reviewmy phone is not goodhttp: //evilsite.com,1,0.0,1.0,0.0,0.0
331,"Doesn't comply with the commercial warranty lawDoesn't comply with the commercial warranty law; my product was covered under warranty before it expired. In the midst of this, the return package was mistakenly sent back to the sender, and since then, there's been no satisfactory resolution to the issue. Apple now denies that the product is under warranty, despite Article L217-28 of the Consumer Code. And, just to be clear, this is all happening in France.",1,0.087,0.851,0.062,-0.2732
332,"Apple serious lack of supportIn an age where we rely heavily on our devices, the user experience and support provided by tech giants become paramount. Sadly, my recent experience with Apple has been nothing short of frustrating. After forgetting my device ID, I found myself locked out of my phone. Despite reaching out to at least ten Apple representatives in my attempts to fix this issue, each conversation left me at a standstill. While every representative maintained impeccable politeness, their collective inability to assist left me dumbfounded. Their kindness, though appreciated, couldn't make up for the lack of effective support. This experience has made me question my decision to switch to Apple, and at the end of my contract I’ll be switching back to Android for all my devices, laptop, phone, and earphones. As it stands, I’m no closer to getting access to my phone. BEWARE ANYONE LOOKING TO SWITCH",1,0.105,0.793,0.102,0.343
333,"Apple sucks.One of the best phones i've eve had but the prices are disgusting, they make you pay for all kinds, they locked my old apple ID out and haven't gotten back to me about it bare in mind I had no many important things on there! It's an absolute joke. Customer service either don't reply or are rude asf. Not to mention they slow their older models down so people buy the newer ones, and have gotten rid of the software on the older ones which yeah not many people buy anymore but they would have been great for younger children like 11-12 to learn how to look after the phone so parents aren't spending a bomb!",1,0.092,0.743,0.165,0.8841
334,Rude customer serviceIf there was negative star wuld given -10 for the imagine store express avenue chennai India .. so disappointed with the customer service . The person was so rude n impolite for no reason .. very disappointing experience .. had gone to buy a phone .. got so upset with the service left without buying and ended up buying a Samsung instead,1,0.338,0.662,0.0,-0.9788
335,"I love my appleI love my apple, but the website can really be confusing and my order first was mixed up",3,0.111,0.681,0.208,0.3469
336,"Beyond my worst nightmareI ordered a laptop and gift card online. I was charged £1499 for the laptop and £130 for the gift card. Two weeks later I was charged again £130 for the gift card. Rude and arrogant customer service told me I was wrong about being charged previously and to take it up with my bank, not Apple's problem. Two days later I was charged £1369 for the laptop again. Customer service told me again I was never charged previously for the laptop, contact the bank, it's not Apple`s problem. The next day I was charged £130 for the gift card AGAIN. So far they have taken 5 payments from me and refuse to acknowledge any of them. Every time I call customer service they pass me around to different teams and eventually tell me I'm lying, they're not interested, and to contact my bank. Then the next day another charge is taken. I have been crying down the phone to them because I'm so overwhelmed with all these charges being taken from my account and their customer service don't give a flying F. Laptop hasn't even arrived.",1,0.176,0.741,0.084,-0.9479
337,"Apple scam customerApple scam customer, slowing down products, to get customers but a new one, I will never use apple products again",1,0.207,0.793,0.0,-0.5719
338,"My M1 Macbook died recently (or so I…My M1 Macbook died recently (or so I thought) turned out it was the cracked screen which no longer wished to play (it had been cracked for months). The Apple team quickly diagnosed the issue and said I need a screen replacement. Whilst I didn't go with Apple for the replacement, I'm thankful that they were able to diagnose the exact issue.",4,0.125,0.795,0.081,-0.5106
339,"Most grotesque rat of programmed obsolescence.As soon as you update to a new version of the system, you notice a heavy drop on the performance of your macbook or iphone.This company is the most grotesque rat of programmed obsolescence.Money driven, where are the engineers who want to make good technology?Even if that means not making so much profit so the owner gets like a bigger billionare every day?",1,0.029,0.829,0.142,0.7986
340,Worst Customer serviceWorst Customer service. Its hard to retrieve the password,1,0.379,0.621,0.0,-0.6705
341,"CapitalismI've been using a MacBook Pro for a while now, and I was always happy with it until last weekend. I was working on my laptop on Saturday when, for no apparent reason, the screen started flickering. I contacted Apple support, but they informed me that I would have to address this issue myself because it's out of warranty. I'm quite disappointed with Apple since I invested $3,500 in what I expected to be a reliable tool.Now, my only option is to send it back to Apple, which will cost me even more money. The frustrating part is that they've designed the laptop in a way that makes it impossible to replace just the cable connecting the screen to the laptop; I'd have to replace the entire screen, even though it still functions properly when at the right angle.Apple is asking for another $1,300 to make it work again. It's not just about the money; it's also about the inconvenience of not having my laptop for 2 or 3 weeks. I run an online business, and this issue is affecting it significantly. It's also a waste of resources, transportation, and energy. I'm truly disappointed with Apple. I thought I was buying a quality product. For my next laptop, I'm considering going back to Windows because they offer more affordability, better value for the money, and are designed to be repaired. This feels like capitalism at its peak.",1,0.088,0.826,0.087,-0.3097
342,Apple DO care and I am in awe of their expertise.I have had a serious problem with being hacked and was too buy with other things to notice. Luckily 2 of their core business Executives have gone above and beyond their priorities to help me..They have given me everything I need to about iOS 17 and the Sonoma update. I have a case ID to take the hackers to the Police as they were spying on me through the Camera. Childish behaviour just to upset me. They have tightened security to another level. It's only the first problem I have ever had a security issue in 12 years but Apple have solved problems lightening fast.Thank you Ladies it has restored my faith in human nature.,5,0.101,0.758,0.141,0.743
343,"Today I was charged £16.99 for my apple…Today I was charged £16.99 for my apple one subscription and on top of that £10.99 for Apple Music . Clearly not very professional and a total con that I need to be charged more for a so called all inclusive plan . Therefore I want my £10.99 back into my account and don’t appreciate being robbed if I’m honest . I’ve read all your reviews on this matter and can’t fathom what gives you the right to take peoples money for technically your problem . Think I’m pretty much done with Apple full stop . Your phones are crap , your Apple Watch is useless and AirPods are problematic at best . And to top it all off you get off charging people for a service that don’t exist . And before you go on about it’ll be refunded . Does that include compensation ie interest lost ?? Probably not .cheers apple im done with con merchants Oh and to top it all off I put this post onto the Apple forum and lo and behold they removed it . Seems being found out for robbing people worry’s you a bit ??",1,0.111,0.757,0.132,0.6631
344,"My 3 year old macbook pro that I use…My 3 year old macbook pro that I use for work simply won't power on. I was away for 3 weeks and I can't power it on anymore. It was working fine before I left. It will cost me money to fix it, and time waiting to be fixed. It's frustrating. Apple is going down hill. I wish apple had a competitor, so I could move away from this brand",1,0.041,0.896,0.063,0.1531
