,content,Rating,neg,neu,pos,compound
163,"Still SkypeI've used this application in our company, and now that I'm working from home, It really helps me at my task or trainings. It is also a fast way to communicate with my Colleagues. Also User-friendly application. Highly Recommend this app.",5,0.0,0.873,0.127,0.6894
164,"Giving a 1 starGiving a 1 star, because apparently 0 isn't an option.",1,0.0,0.745,0.255,0.34
165,"Terrible softwareI have to use this thing for work and it makes me crazy using this non-functioning garbage. It freezes for entire minutes, halfway through typing a message. I don't even use this thing for calling, I can't imagine how that would go. Just messaging. It goes on normally for hours and then it freezes for 10 minutes, mid-work. I have no idea how is this garbage still around. Terrible program!!!",1,0.185,0.815,0.0,-0.8974
166,"Skype is a Mafia scam websiteSkype is a Mafia scam website.  I WILL NEVER USE SKYPE AND SKYPE USE UR PRIVACY AND YOUR CHAT AGAINST YOU.  You have no privacy whatsoever there!!!!  I told  women who tried to scam me on skype to F""** off and stay away scammer........SKYPE CLOSED MY SKYPE !!!  You should protect us from scammer skype.    I send many email i get only robotic Answers.",1,0.193,0.773,0.035,-0.9164
167,"Microsoft + Skype = Trash Bin (Security issues) never recover my accountI had account on skype since 2008 and microsoft but once I ve been hacked and all my data are on their platform they still send me to a robot to answer some stupid questions to see if is me or not. Classic move of ""machines knows it all"" but is not like that :( I feel deceived and I hope those 2 companies together go to trash as soon as possible. they don't deserve the users respect and their customer service it is just an online burocracy. terrible. NEVER EVER EVER GET MICROSOFT GUYS! NEVER !!!! BE WISE....",1,0.158,0.753,0.088,-0.8712
168,"It makes my work days so much worseIt makes my work days so much worse. I positively hate it when I had to turn it on. Lag, limited functionality, bad connection, inadequately high CPU usage, and constant updates. Can't wait for it to finally die out - at least most companies switched to normal software",1,0.304,0.643,0.054,-0.9443
169,"Rodriguez Law GroupRodriguez Law Group, Inc., a firm in San Gabriel uses Skype because it is a great tool, they have good customer service & it is easy to use. Skype has greatly helped us during the pandemic. Thank you!",5,0.0,0.722,0.278,0.9134
170,"if i could give skype 0 i wouldif i could give skype 0 i wouldIts not fit for purpose, i like to use it to have a txt and video conversation without the voice but for the last week it has been unusable. The txt side of the app will not work while using video chat. its utter rubbish",1,0.03,0.937,0.033,0.0503
171,"This piece of software will never seize…This piece of software will never seize to amaze me. It is singlehandedly the worst piece of software I ever worked with. It's full of bugs, even simple tasks like sending a message to another skype user is a challenge. Chat windows wont open, messages will never be received (randomly), sometimes it rings for incoming calls sometimes not.. SUPER slow and cumbersome interface and every new version (won't even ask the user if he wants to upgrade) introduces tens of new bugs breaking even the simplest functions of the application. Just horrible piece of software. Avoid and let it die as it deserves.",1,0.135,0.797,0.069,-0.8449
172,"Terrible softwareTerrible software, Microsoft account is terrible, too.",1,0.508,0.492,0.0,-0.7351
173,Too much updates.,3,0.0,1.0,0.0,0.0
174,"I always use it with my boyfriend since…I always use it with my boyfriend since I don’t have face time , works pretty well with good wifi connection , also via texts. Great picture quality… recommended!!!",5,0.0,0.643,0.357,0.9322
175,Fraudulent ActivityMy credit card company is investigating Skype for fraud after they billed me 24 times in one month for auto top up.I wasn't even using the service at the time.   Completely unacceptable behaviour.,1,0.236,0.664,0.101,-0.7841
176,worst service.,1,0.804,0.196,0.0,-0.6249
177,works for me does what it promised,4,0.0,0.706,0.294,0.3612
178,in our company we found that skype is…in our company we found that skype is the most accessible and easy way to communicate in between task or trainings. Fast connection and clarity.,5,0.0,0.837,0.163,0.7063
179,Skype is a fraudSkype is a fraud. Someone use my bank card to get on Skype.,1,0.226,0.774,0.0,-0.5859
180,not for longskype wont exist for much longer.,1,0.0,1.0,0.0,0.0
181,"Very good communication platformVery good communication platform, Thank you!",5,0.0,0.395,0.605,0.8473
182,"A great app for connecting with…A great app for connecting with friends, family, loved ones and most esp clients all around the world. Love this app!",5,0.0,0.504,0.496,0.967
183,dumb appapp made by simpletons,1,0.452,0.548,0.0,-0.5106
184,Great appGreat app! using it a LOTtry it!,5,0.0,0.562,0.438,0.6892
185,"May I ask: How can Skype possibly be this terrible?The ringtone upon receiving calls is louder than the Lebanon explosion, and it stops whatever software you are using to show you the call, so that you can die in your game in key moments and fails your teammates. And apparently there is no option to stop this from happening because Skype really likes to interrupt whatever software you are using, not only that, and it will also turn down the volume of every single program running on the computer by 50%, and there is no option to disable that as well. I thought it was a voice chat program, not a toxic-attention-seeking-relationship partner.I an wondering, during the Corona virus quarantine, where online chats and video conference software skyrocket their client counts, how does Skype manage to fail so disgustingly. Did you guys get paid to purposely make the software terrible? So that everyone will switch to using Zoom or other of your competitors? Because it is so difficult to make a product with such terrible quality even doing so intentionally.Now get take this review and get out of my computer.",1,0.17,0.806,0.024,-0.9832
186,I guess it all went OKI guess it all went OK. My first time and all,3,0.0,0.827,0.173,0.4466
187,Skype has always been good to meSkype has always been good to me. I appreciate it and it is a great resource and tool to use.,5,0.0,0.613,0.387,0.9118
188,"Great messangerGreat messanger, comfortable for communication with colleagues.",5,0.0,0.448,0.552,0.8126
189,"Awful productAwful product, no support, no possibility to change important account details. Stay far far wawy!",1,0.332,0.474,0.194,-0.4926
190,The updated UI of Skype is counter…The updated UI of Skype is counter intuitive and really brings down the whole experience.,1,0.0,1.0,0.0,0.0
191,Excellent service smooth integretion,4,0.0,0.448,0.552,0.5719
192,Good connection below average UX,4,0.0,0.58,0.42,0.4404
193,Still works well for me,3,0.0,0.656,0.344,0.2732
194,"Recent service has let them down, but the price is just too goodI subscribe to a landline number through skype.It wasn't easy to give 2/5, because the price is very competitive and the service has been fine.Except that I'm displeased with the recent service. Due to a really rubbish account-management website offered by skype, I was unable to switch my payment to a new card.I received an email saying it couldn't take the £22.50 I was due to pay, even though I'd done my best to get my new card attached to the subscription. I then had to buy again, at the new higher price of over £40.The online support person tried to instruct me how to do it right in future, but even his instructions first were completely wrong. The eventual way to do it was not at all clear, so it's unsuprising that I was unable to do it by myself. (I'm a regular computer user and good with websites/technology but still couldn't find it myself.)However, in the end Microsoft still refused to let me have the original price - the one it had emailed me about and that I've paid all this time - saying it has reviewed its subscription prices.I would have been fine if it had just wrote to me before the subscription renewal to say that it can't continue at the old prices. But it didn't. It tried to take payment at the original price and then, because it's website is a bit sucky, I ended up on the new price. I think I should be entitled to a refund and I'm surprised and disappointed that they didn't offer better customer service on this occasion.Unfortunately I am stuck with them though. Although there are ways to port skype landline numbers, their price for the landline number is simply too competitive - even at the higher price of £40ish per year.",2,0.094,0.806,0.099,-0.0399
195,Unusable rubbishUnusable rubbish. Switch to Teams if you can.,1,0.0,1.0,0.0,0.0
196,Great appA great app for connecting!,4,0.0,0.32,0.68,0.8588
197,Problems with synchronization,2,0.574,0.426,0.0,-0.4019
198,Buggy product,3,0.0,1.0,0.0,0.0
199,Awful customer support,1,0.448,0.149,0.403,-0.0772
200,In my skypeaccount appeared all the…In my skypeaccount appeared all the contacts and past conversations of a friend who used my phone. Very questionable privacy settings. Something like this is very disturbing.,1,0.157,0.696,0.147,-0.0992
201,"RubbishConfusing, hard to use and Rubbish. Avoid. Go with ZOOM v easy.I had a link but as it is highly confidential i could not send it to a private email. So i needed to just type in the Skype meeting number.Could i find how to do that simplest of things? NOthanks skype for totally messing up a meeting where peoples futures were in the balance.",1,0.048,0.952,0.0,-0.2023
202,Frustrating experienceI've had problems with messages in Skype. Once I received a notification on Monday that I have new messages. Those messages were sent to me on Thursday last week...Their support couldn't do much either...Frustrating,3,0.15,0.777,0.072,-0.4404
203,"Due to the fact tha we have to contact…Due to the fact tha we have to contact a lot of users, we're dropping 30+ connections a day, which sometimes triggering skype's algorithms and they can lock/suspend your account. That is exactly what's happened to my account. They first suspend it and then closed for good. ""We evaluated your appeal and verified your account was properly closed for a serious violation of the Microsoft Services Agreement. Pursuant to our terms, we cannot reactivate your account, nor provide details as to why it was closed. This represents Microsoft’s final communication regarding this account."" They pointed that account some ""terms"", so-called ""code of conduct"" was ""seriously violated"", but there was no real explanation - what exactly were the reasons for that. I haven't found ANY exact info about what can you possibly broke in terms of your ""code of conduct""...No exact numbers in terms of daily / weekly / monthly connections, no info about restrictions etc.Don't get me wrong - we can easily dismiss Skype from our messengers for the clients and ask them to use Telegram, Wattsapp or good old ICQ for further connections. In addition - I'm strongly disagreed with their disposition on following:""We have seen abusive behavior that includes one or more of the following:﻿Sending excessive new contact requestsReporting excessive abuse reports on other accountsSearching an excessive amount of contacts in SkypeAbusive behaviour they saying, comparing me with a spammer? Sending excessive new contact requests - what is ""excessive""? Where is a measure or volume of it, declared in your ""Code of conduct""? Reporting excessive abuse reports on other accounts - had reported only several contacts for heavy spam. Again - where is the number, conducting that ""excessive"" amount?Searching an excessive amount of contacts in Skype  - same as above. If you have an exact number of those searches (which in my opinion - utterly weird to even apply for) - kindly show it to me, so I'll be aware of it.Summarizing all above: me personally and my firm, my colleagues and our clients using Skype as a way of communication, not for spam (to make it clear once and for all). We use it to contact, because our clients use it, nothing more, nothing less. So by restricting access for me or any support manager like myself - you are simply creating a bad experience for other Skype users and slowly losing a competition against other services like yours.",1,0.134,0.778,0.088,-0.9758
204,"Convenient for Business CommunicationI'm using skype every day because it's being used as communication channel in my company. It's fine, but since it's so popular I think it could be a bit faster. I think it could be faster when searching, since this is something I use often.",4,0.0,0.869,0.131,0.7449
205,"I dont know why but I couldn't use this…I dont know why but I couldn't use this app very often on my pc because I go to much blue screen, i really hate it.",2,0.164,0.836,0.0,-0.7572
206,"No the bad app to connect with family…No the bad app to connect with family and friends, but needs to be updated for sure, not really that comfortable anymore like it was beforeStill useful",3,0.207,0.541,0.252,0.4833
207,"From amazing to ... not using anymoreI used to use skype everyday.Since their redising i cant seem to figure how to add people on the new account. Are they using a UX designer? my god they should use a better one, or listen to the advice of an expert.",1,0.0,0.83,0.17,0.8316
208,"Worst customer serviceI use Skype for international phone calls, their rate are pretty cheap and connection generally good. Got new phone, installed app, and realized I didn't remember password. A nightmarish loop of trying to recover it. Too long to explain it here but I can't believe how bad Microsoft has made it. Tried to get help through a chat and Twitter support for days. Incompetent idiotis.",1,0.086,0.721,0.192,0.8034
209,use it every day to talk to family in…use it every day to talk to family in Estonia,5,0.0,1.0,0.0,0.0
210,"Leaving skypeTerrible app, no service. Blocked a landline for no reason, no way to contact support. Raised the rate for USA landlines from two to twelve cents per minute. Added connection charges. Awful UI. Dropping calls....After many years using Skype as my primary telephony service I’m leaving. I wish I didn’t have to. But I really have no choice.",1,0.204,0.737,0.059,-0.7184
211,For interoffice communication it is…For interoffice communication it is great but for group video its not as easy to use or navigate. Depends on what you are trying to do but there are other good options out there for video.,4,0.067,0.796,0.138,0.5091
212,I had an Skype account since 2003 and…I had an Skype account since 2003 and was great to use. However now Microsoft links the account to the same email of a computer. But this feature is not available on old accounts. So my credit and agenda is lost. They request me to buy new credit.Worst think is that Microsoft customer service is fooling me sending my request on a dead end questionnaire loop. What a pity that Skype was bought by Microsoft and their   incompetent customer service.So unfortunately after having a great service the only option is to use other comm app.,2,0.184,0.718,0.098,-0.8881
213,One of the worst communcation platformsHorible search enginesaves files for only 30 daysBad performance Actually unbelievable that this is one of the most popular communication platforms in 202 with the features it has.,1,0.105,0.769,0.125,-0.0534
214,"My Skype experience has been awfulMy Skype experience has been awful.  I had used the app for a video conference days ago and then didn't open it again. However, I was informed by a fellow user that I was seen on Skype '7 hours ago.'  This was untrue!  Then, I signed out and back in. This same person said after I did that, my status changed to 'last seen days ago.'  I have tried to reach Skype for help and that is impossible.  My account has been closed and I will not be returning to Skype.I do not typically write reviews but I don't like being seen on-line when I am not on-line and no one at Skype/Microsoft is available to help me.Goodbye, Skype.",1,0.039,0.886,0.075,0.5282
215,"Can't reach my friend on Skype todayCan't reach my friend on Skype today. It's not doing the ringing tone at my end, just the double beep thing, it's ringing at his end but a message appears saying unable to connect please try again later. When you DO connect the speech is garbled and the video quality varies from crystal clear to a smudge on virtually every call I make. It was light years better before Microsoft got hold of it, in fact Microsoft Messenger was good too. Been trying now for 30 minutes and no chance of a connection:-(",1,0.077,0.772,0.15,0.9011
216,Skype SucksSkype SucksThey really missed their chance. Im glad there are other platforms for video conferencing now since skype bugged and i've lost the ability to access my account.,1,0.132,0.66,0.208,0.4158
217,not bad nowThey improved it a bit so i am gonna rate it 3 stars now,3,0.156,0.671,0.174,0.0762
218,Skype is just garbage compared to all…Skype is just garbage compared to all other videochat services,1,0.0,1.0,0.0,0.0
219,All good.All good.Best features set in the communication world. Great sync between moble and desktop. The best emoticons ever. Best call quality. WhatsApp sucks with video call quality.,5,0.064,0.615,0.321,0.9001
220,"Avoid if possible. It's awful.Of all the chat/call apps available, Skype is the worst.It used to be great, but then Microsoft bought Skype and decided to ruin it.Now you aren't allowed multiple chat windows, chat messages can take hours to arrive. Notifications that you have new messages can just not happen. People think they are calling you, but your PC never rings. Managing the options through the settings is a nightmare.Use anything else if you have the option. The only thing it is good for is calling ""real"" phones. The international calling rates are pretty cheap.",1,0.063,0.837,0.1,0.5994
221,"This is the worst app everThis is the worst app ever, that doesn't let me call anyone or pick up someone's call. I have to reinstall it to attend a call😠😠🤬🤬👎👎👎.",1,0.233,0.767,0.0,-0.8481
222,"YOUR DEVICE IS A BOMB!!!!!!!!Any device with skype on is a fire risk, PLEASE UNINSTALL!!!!!. I've had a blackberry neon explode and now a ""Thinkpad X240, running Ubuntu 20.04 give me a overheat warning"" the company behind this application, it seems is trying to kill us all, PLEASE GET RID, YOU'LL  DIE. learn from mine and my brother's experience I implore you please. Personal Statement ""The company' behind this service is unhappy they're bust and obviously p*ssed we the consumer are responsible because we don't want their terrible software.It's your own fault, Microsoft, Windows 8 and onward sucked the joy out of computing. Not ours.""Once upon a time I hated Apple. ""Their facetime is flawless, I'm now an Apple convert""""Microsoft is like Futurama's MOM corp... EVIL""""Apple may be expensive... but worth it.""",1,0.149,0.727,0.124,-0.5401
223,Needlessly complex. ...or just needlessI rarely use Skype to be honest. There’s so many easier alternatives. But when do use it I find it needlessly complex and unergonomic. Perfect example: all I wanted to do today was see through a friends webcam whilst simultaneously texting through the inbuilt text option. After twenty minutes of fiddling I couldn’t work out if it was even possible. I had managed to take a screenshot somehow but that’s it.,2,0.0,0.829,0.171,0.9244
224,"No SupportNo Support, No good since microsoft to over the product.",1,0.259,0.412,0.329,0.296
225,SkypeOne of the best app in this field.,4,0.0,0.625,0.375,0.6369
226,"Great if you want to contact the BBB to get anything done.When you need to contact the Better Business Bureau (BBB) to cancel your subscription, you know things are bad. Multiple phone calls, phone lines that are completely out of service, being taken in circles around the website, broken links - Skype has it all. Microsoft have turned into absolutely incompetent scammers - pathetic.",1,0.204,0.69,0.106,-0.8251
227,WHY IS IT SO HARD TO CHANGE A MOBILE…WHY IS IT SO HARD TO CHANGE A MOBILE NUMBER... DELETING MY ACCOUNT AND ADDING MY NEW ONE ON THAT NEW PROFILE IS EASIER... WHEN THAT HAPPENS THAT MEANS ITS TOO COMPLICATED.,1,0.086,0.914,0.0,-0.3369
228,"It's become a steaming pile of poop…It's become a steaming pile of poop ever since Microsoft acquired Skype. It used to just work. Now my messages take ages to load. Today I just got locked out of my account for no apparent reason, just some vague ""security"" excuse and I could only unlock it by giving them my phone number. Terrible product. Would NOT spend a single cent on it.",1,0.095,0.835,0.071,-0.4019
229,"I used to work on this product...I used to work on this product, left in 2013. Since I left, Microsoft has absolutely destroyed this wonderful communications tool by aggressively moving it from a simple application to an ""APP"" based, cloud driven pile of garbage that tries to hook into too many other Microsoft products and accounts, then just when Microsoft reach peak unusability, they stop developing the platform. Teams is just as bad, you'll have to use an application with poor security, or they routes its communications through China to get a decent video call experience this lockdown.Literally 3/4 of the calls with family on Skype consist of troubleshooting it not working.",1,0.118,0.802,0.08,-0.6896
230,"Kick Me Out Will Ya?The latest update of Skype has wowed much in the audience, but honestly it’s just an app. You cannot possibly expect us to prefer it over top picks like WhatsApp when you kick users for no reason, I hope you take this to heart and personally I really hope you improve Skype. I’ve been kicked out two times for no reason and I’ve informed all my children who told their friends that Skype just doesn’t work. It’s a no-go for my entire neighbourhood because they all experience the same flaw. Fix it or Microsoft will be a piece of junk in a few years. All it takes is one hater. I was happily chatting when the app removed me from my account, twice, once I sign in the same thing happens again and again. I urge you to change the way it functions. You are not protecting your customers by shoving them away. I assure you there’s nothing wrong with us, it’s Microsoft that sucks. Please improve it. I hope we’ve no personal feelings as I’ve seen many experience this problem. Skype logs me out and says there’s something wrong with my account, so I go to account recovery and Guess what they tell me? They say they haven’t enough info to recover. I gave them my email, contacts, personal information such as birth date and they haven’t the heart to accept a simple request. If this is protecting your customers, then don’t protect your customers anymore.",1,0.066,0.728,0.206,0.9919
231,ExtortionLocks you out of your account for no reason to extort additional personal information from you. Either you had over more personal information or you don't get your account back,1,0.071,0.929,0.0,-0.296
232,Skype number rubbish service avoid SkypeSkype number - paid subscription.Please avoid it at any cost.  It doesn't work.People cannot connect or when they call me can't hear me. It's nothing to do with my microphone because it works when I do test calls. I tested 3 devices same story again and again. And it works when I call someone back. I cancelled my subscription. There is no way to get in touch with anyone to discuss technical issues or get refunds.  Big disappointment. I would call it a petty theft.  Skype charges connection fees too on top of normal rates.  Premium rates for non working service.It so bad Microsoft purchased it. It is like with their other products.  They just get worse and worse every day.,1,0.193,0.757,0.05,-0.9617
233,Very very badVery very bad. In has never been good and still manages to get worse!,1,0.431,0.569,0.0,-0.8706
234,"DreadfulDreadful, I have been a skpye customer for years, but it has got worse, from never being very good, the site is unavigable, and the visual and sound connection and standard is woeful.",1,0.29,0.71,0.0,-0.9088
235,My Skype account was hackedMy Skype account was hacked. (I since learned there is a way to do that and I dont want to give too much information as to how that was done. It was very obvious as to what they did when I looked at my account.) Through the auto recharge set up with my PayPal and then with my bank account the hackers managed to take hundreds of euro from me. They ran through my Skype credit and straight into the auto recharge which is linked with my PayPal account. Multiple repeat takings emptied my PayPal balance inside a minute. Then in a domino effect they used the same method with the auto recharge function to get into my bank account. By the time more than 400 euro was taken my banks fraud detection shut it down. In the end the hackers cleaned me out of more than 600 euro. My Bank paid me back as did PayPal. The scam and hack is/was very obvious. Could not be calls as autorecharge went through consequetively within seconds running into hundreds of euro. Skype did not and have not been co operative at all with this. Disgusted with Skype and strongly recommend everyone to not have auto recharge set up with Skype. You are open to the same hacking and scam I was and your bank may not be as supportive as mine was. Skype certainly wont be.,1,0.089,0.865,0.045,-0.9044
236,"Skype Has Taken Our Credit BalanceSkype decided to keep our credit balance of £5.61, without consulting us. It's not the amount, it is the principle of unprofessional and deceptive practices.Our credit balance appeared on the 20 April and then it was gone the very next day on the 21 April, 2020.",1,0.057,0.809,0.134,0.5423
237,"Awful!!Awful!!! Tons of bags, terrible speed,history of message loses. The reason I use it because lots of people made the same mistake",1,0.333,0.667,0.0,-0.8388
238,Great for affordable international calls.Works fine for me. I use it mostly to call international numbers. Turned out to be much cheaper than mobile networks. The only issue I faced was a bug in the android app causing a loud beep sound when disconnecting the call. The issue was fixed after I replaced the regular skype app with the Skype Lite.,4,0.0,0.902,0.098,0.7096
239,"My school setup a group on skype. Nothing works.My school setup a group on skype.First call: Everyone joins, I join and i only hear robotic voices. I know this issue from discord so i do the fix i would do on discord. Skype crashes.Second call: I can't even joinThird call: Works but all the cameras are 144p and the audio has weird demonic screams (your computer screaming for help because it has to handle this software)Now we use Discord.Please don't use skype for more than 1 people, most of the time, it doesn't even let me join so...Worst thing from microsoft, even worse than windows 8.",1,0.144,0.785,0.071,-0.7992
240,Don’t even try app is hopelessDon’t even try app is hopeless - totally frustrating- does not work - don’t waste your time - go to zoom instead,1,0.21,0.711,0.079,-0.5942
241,"Nice one microsoftUse skype since 2014 for gaming, pretty good quality and optimised so doesnt slow pc down.",5,0.0,0.547,0.453,0.891
242,"it is unreliableit is unreliable. I make a call, don't hear anything but see seconds ticking, so call is on. I push the button on my headphone, what happens then?or it cuts the callor still can't hear anythingor I hear the other side and he hears meWhy 3 times or, why is it always different.I haaaaaaaaaaaaaaaaate this",1,0.052,0.948,0.0,-0.4215
243,"I would give this product zero stars if…I would give this product zero stars if I could.  We are desperately trying to connect with our family during lockdown and this product has become IMPOSSIBLE to use.  I had used skype for years before with no trouble whatsoever.  Now it is so frustratingly bad, and the support is non-existent.1) I am unable to access my old skype username and identity, it is impossible to delete it and it is still searchable.2) It took over an hour to make contact between my brother and I on skype as it was impossible to find each other on the 'search contacts'.  I say this as two tech-savvy people who were on the phone to each other the whole time, trying to link up.  Totally impossible for any of my elderly family to fathom by themselves.3) The 'MeetMe' as a Guest simply did not work for my aunt - it repeatedly asked her to create a profile.4) Trying to set up a profile is impossible for an elderly person to manage - Multi-factor authentication and the captcha puzzle - despite two hours patient coaching we could not manage to help my aunt through this - her eyesight is not very good.5) We set up a profile ourselves for our aunt, but now cannot log in to it as it says we are breaching some sort of protocol.  I could just scream with frustration, WHY IS IT SO HARD!I would swap products but then we've only just managed to get some of the other family on, and now we can no longer visit them to help.Sort it out Microsoft, this is appallingly bad.",1,0.111,0.877,0.012,-0.9804
244,Works great didn't experience any…Works great didn't experience any problems and there desktop app works very good :-),4,0.0,0.445,0.555,0.9454
245,This is NOT a very good VOIP serviceThis is NOT a very good VOIP service.  I usually have to restart my computer 2 or 3 and sometimes even 4 times before I can get both sound and video.  I don't have these problems with Zoom.  It just plain works.,2,0.115,0.835,0.05,-0.4566
246,"Blocked Our Skype Numbers During the COVID 19 Pandemic Leaving Elderly Family Distraught that They Can't Reach us - Incompetent beyond belief!Just an update in October to say no contact or support has every been received in spite of contacting them again. Frankly they can’t be trusted and have now emailed (automated) to say the credit on the account has expired for non use! Nightmare company.—————(This was first filed 3 weeks ago there has been zero co-operation from Skype / Microsoft. If you rely on a Skype in number for personal or business use don’t because if it goes down you will get zero help and be left on your own)I hate leaving poor ratings but I see now why Microsoft (who own Skype) already is rated bad. My experience is truly horrendous. They asked us to validate the account and sent multiple messages then locked us out (validator app on the office computer seemed to malfunction so we requested email confirmation) and we received the automated message below. Not only did they cut off the account they disconnected all the Skype in numbers (there was no issue with Skype) which meant my mother in her 90s and other elderly family members can't reach us and are distraught. My mother is in a care home very frightened about the virus and kept crying to the staff saying ""my son is ill"" this is not the case but she is used to phoning the Skype in number as we are in different countries. We have used Skype since the first year it started and never had an issue this has been catastrophic causing great distress to several people in theirr 80s and 90s and the message below shows support is non existent and as far as ""All duplicate requests will be closed and responses will be sent on the original escalation."" Does this show they just don't care? In spite of having calling plans and everything we are dumping Skype as the Skype in numbers expire, cancelling the subscriptions and moving to Vonage which has always been faultless. There is enough stress with the Corvovirus without these incompetents adding to it.Dear Customer,This is an automated message to let you know we have received your inquiry regarding your Microsoft account.We're sorry but we’re currently unable to provide assisted support. We're working hard to get back up as quickly as possible. Please check out support.microsoft.com for our other support options and latest status. Thanks for your patience and understandingWe sincerely apologize for this delay as we know this means you may not have access to your account. We are working to resolve your case and will update you as soon as we have additional information.All duplicate requests will be closed and responses will be sent on the original escalation.SincerelyMicrosoft Customer ProtectionTODAY IS MAY 17TH THE NIGHTMARE STARTED ON APRIL 3RD STILL NOTHING HEARD FROM SKYPE/MICROSOFT SO I HAVE PORTED THE SKYPE IN NUMBERS TO OTHER PROVIDERS AND PAYPAL HAVE CHARGED BACK 3 NUMBERS I WILL PURSUE THE OTHER LOSSES IN THE SMALL CLAIMS COURT - NIGHTMARE EXPERIENCE!",1,0.138,0.747,0.115,-0.9329
247,"Microsoft - you should be ashamed!I have used Skype for years to connect with family and friends regularly.  We are all located in various countries. In spite of some occasional technical problems, I was always happy to have the ability to not just connect but see the faces of my loved ones!  One of my friends is elderly, lives in Germany, and does not own a computer or smart phone - only a home phone.  I started a subscription 10 years ago allowing me to call her for 60 minutes per month.  This subscription was to be automatically renewed year over year.  For ten years this worked beautifully.  In March 2020, during our Corona virus self quarantine, I checked in with my friend in Germany a number of times.  The calls frequently dropped and I called her back. I did not pay attention that I had used up my 60 minutes for the month.  When I attempted to call my house bound friend on April 1, my international subscription was cancelled.  After finally reaching a live person at Microsoft Customer Service, I was advised of alternative Skype subscription which is 8 times more expensive.  I explained the reason why I had overused my 60 minutes during March, but my account still showed I had a subscription.  I was advised that the old subscription would not be available to me until March 2021, if then!  This is the company policy!  During this time of COVID 19, where all companies who are able, are doing whatever they can to help people who are under terrible stress, one of the largest and most lucrative companies in the world has cancelled my $13.50 annual subscription.  Microsoft, you should be ashamed!  Mr. Gates would be ashamed to know that in spite of all the good he is doing in the world, this is what has happened in his old company!",1,0.086,0.781,0.134,0.9486
248,"My mind just cannot fathom how is it…My mind just cannot fathom how is it possible that a company with unlimited funds has such a disastrous product in its portfolio. I remember loving skype back before it was bought by Microsoft. It was simple and most importantly, it worked. I am forced to use skype because the whole company uses it and let me tell you, it's painful.It's really slow. Sometimes it closes by itself another time it will not turn on. New messages sometimes don't show up for no apparent reason. Copy function on images doesn't work.  I always have to print screen it or save it to use it elsewhere. Copy function on messages sometimes copies the message two times -> you copy Hello, paste it and its HelloHelloand so many other bugsThe icing on the cake is that there is another version besides the desktop one. The one from Microsoft store and boy oh boy, I don't even know how is it possible but that one is even worse.",1,0.058,0.906,0.036,-0.5932
249,"Great AppGreat App, Very handy for communications",5,0.0,0.594,0.406,0.6249
250,not worth a one star ratingnot worth a one star rating - it is unbelieveable how bad skype actually is - interface impossible to work out and with a frind on a phone and us both with skype open on our computers we compleately failed to work out how to contact each other!!!,1,0.204,0.796,0.0,-0.8752
251,"Skype is a disaster since MicrosoftSkype is a disaster since it was purchased by Microsoft. It is the year 2020, if people do not have the option to have separate skype accounts for: work, friends & job interviews or hobbies then they do not have the option either to participate in modern life. Microsoft has a responsibility here that goes beyond the corporate one. At my workplace we disregarded Skype as an option because it is not the safest way to communicate with clients. Politically speaking it is a mess that Microsoft is unwilling to treat users in a decent manner. The security questions are illegally forcing millions of users to provide Microsoft with information which they have no right to know (phone number, billing information, credit card information even if you didn't sign up with it etc.). And they are leaving European and American users no other choice than to use foreign services which will spy on them (as well) but use that to another country's advantage. Personally, (I am located in Germany) I haven't had access to any of my Skype accounts on any of my devices since 2015. I didn't sign up again for it either and I am using different services for work as well as privately. I am not going to give Microsoft my phone number and I will not use the service again. Even Whatsapp has the option for video calls and I consider it to be quite awkward when some businesses give a pass to Skype but use a ""freetime"" app like Whatsapp instead. That is downright embarrassing for a company. Microsoft had Skype since 2011 which means that they have failed to improve Skype for nine years. The corona outbreak will give Skype some superficially increased numbers but after that I expect the service to die since competitors don't wait nine years to hear, let alone impress users.",1,0.094,0.821,0.085,-0.5815
252,"Free and usefulI am using skype for 11 years now and i dont have problems, i talk with my family for hours without any issues, thank you",5,0.071,0.742,0.187,0.5343
253,"Struggling to give Skype even 1 starAs part of the current covid crisis, I purchased Office 365 to help me with my home working and in the hope I could use Skype to make presentations to my co-workers on line. How mistaken I was. I even tried to download the Skype for Business from my college website as it's part of the internal package. Complete waste of time and effort. Very disappointed, Microsoft.",1,0.19,0.742,0.068,-0.8748
254,"fu**ck skypefu**ck skype, it took my 10 minutes to repair password that i fuc**king know blyat",1,0.0,1.0,0.0,0.0
255,"TerribleTerrible. I place a call but it doesn't ring on the other side. Or the call connects but one person is missing audio. If the person receiving the call ends the call, my whole Skype app freezes. Sometimes I see duplicate Skype apps running in the background. Basically, use Zoom instead.",1,0.079,0.921,0.0,-0.4497
256,"Just badCPU usage is unbelievable, version 8 glitching on audio only and video calls and presentation sharing working 50% of the timeAnd at the end of EVERY call, you are invited to review it. EVERY call !All that is gained with this feature is a ""one over five star"" rating every time I use it. Plain dumb",1,0.054,0.822,0.123,0.4926
257,"Great service for video callsGreat service for video calls. I'm using it often for chatting  and when I need to make my private video calls. The quality of video calls sure depends on internet speed, however audio calls have good quality even with low speed connection.",5,0.04,0.782,0.177,0.802
